name,real_name,full_name,overall_score,history_text,powers_text,intelligence_score,strength_score,speed_score,durability_score,power_score,combat_score,superpowers,alter_egos,aliases,place_of_birth,first_appearance,creator,alignment,occupation,base,teams,relatives,gender,type_race,height,weight,eye_color,hair_color,skin_color,img,has_electrokinesis,has_energy_constructs,has_mind_control_resistance,has_matter_manipulation,has_telepathy_resistance,has_mind_control,has_enhanced_hearing,has_dimensional_travel,has_element_control,has_size_changing,has_fire_resistance,has_fire_control,has_dexterity,has_reality_warping,has_illusions,has_energy_beams,has_peak_human_condition,has_shapeshifting,has_heat_resistance,has_jump,has_self-sustenance,has_energy_absorption,has_cold_resistance,has_magic,has_telekinesis,has_toxin_and_disease_resistance,has_telepathy,has_regeneration,has_immortality,has_teleportation,has_force_fields,has_energy_manipulation,has_endurance,has_longevity,has_weapon-based_powers,has_energy_blasts,has_enhanced_senses,has_invulnerability,has_stealth,has_marksmanship,has_flight,has_accelerated_healing,has_weapons_master,has_intelligence,has_reflexes,has_super_speed,has_durability,has_stamina,has_agility,has_super_strength
Shadow Wraith 10,Eliot Vance 10,Eliot Vance 10,92,A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the po,"Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and s",88,66,70,80,94,32,,,,,,,evil,,,,,,,,,,,,,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0
Captain Sol 11,Sarah Bright 11,Sarah Bright 11,60,A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers ,"Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, f",92,69,87,67,49,97,,,,,,,neutral,,,,,,,,,,,,,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1
Iron Fang 12,Victor Harlow 12,Victor Harlow 12,87,A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched st,"Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. ",80,80,64,66,89,79,,,,,,,neutral,,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Mystic Gale 13,Lila Rivers 13,Lila Rivers 13,69,A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for j,"Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipul",58,92,62,100,33,48,,,,,,,neutral,,,,,,,,,,,,,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0
Neon Vortex 14,Arlo Sparks 14,Arlo Sparks 14,69,A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields ne,"Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super",50,60,54,79,47,49,,,,,,,evil,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0
Shadow Wraith 15,Eliot Vance 15,Eliot Vance 15,72,A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the po,"Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and s",63,76,98,85,94,20,,,,,,,evil,,,,,,,,,,,,,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1
Captain Sol 16,Sarah Bright 16,Sarah Bright 16,54,A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers ,"Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, f",79,50,83,70,41,77,,,,,,,neutral,,,,,,,,,,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1
Iron Fang 17,Victor Harlow 17,Victor Harlow 17,79,A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched st,"Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. ",63,52,61,59,9,53,,,,,,,good,,,,,,,,,,,,,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1
Mystic Gale 18,Lila Rivers 18,Lila Rivers 18,79,A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for j,"Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipul",99,50,68,72,8,82,,,,,,,good,,,,,,,,,,,,,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1
Neon Vortex 19,Arlo Sparks 19,Arlo Sparks 19,76,A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields ne,"Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super",86,84,86,80,8,15,,,,,,,evil,,,,,,,,,,,,,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0
